年度,地區別,果品類別,種植株數,收穫株數,種植面積_公頃,收穫面積_公頃,每株平均產量_公斤,每公頃平均產量_公斤,產量_公噸
2017,新北市,椪柑,624,544,1.12,0.98,15.39,8543.88,8.373
2017,台北市,椪柑,1739,1739,6.95,6.95,29.39,7354.24,51.112
2017,桃園市,椪柑,990,702,2.16,1.56,40,18000,28.08
2017,台中市,椪柑,535146,535146,1385.99,1385.99,50,19306.08,26758.037
2017,台南市,椪柑,397904,397904,918.37,918.37,66.89,28979.96,26614.326
2017,高雄市,椪柑,352,352,0.94,0.94,33.42,12514.89,11.764
2017,宜蘭縣,椪柑,4239,4239,9.17,9.17,31.95,14770.88,135.449
2017,新竹縣,椪柑,95970,95970,239.37,239.37,44.41,17805.18,4262.027
2017,苗栗縣,椪柑,276090,276090,695,695,47.68,18939.03,13162.624
2017,彰化縣,椪柑,3315,3315,7.2,7.2,41.51,19113.61,137.618
2017,南投縣,椪柑,20741,20741,49.73,49.73,31.06,12955.1,644.257
2017,雲林縣,椪柑,153648,153648,435.12,435.12,88.18,31136.05,13547.92
2017,嘉義縣,椪柑,646070,646070,1682.35,1682.35,63.43,24358.96,40980.3
2017,屏東縣,椪柑,0,0,0,0,0,0,0
2017,台東縣,椪柑,13241,13241,30.38,30.38,30.78,13415.4,407.56
2017,花蓮縣,椪柑,10540,10515,27.39,27.34,27.35,10517.23,287.541
2017,澎湖縣,椪柑,0,0,0,0,0,0,0
2017,基隆市,椪柑,0,0,0,0,0,0,0
2017,新竹市,椪柑,0,0,0,0,0,0,0
2017,嘉義市,椪柑,255,255,0.7,0.7,32,11657.14,8.16
2017,金門縣,椪柑,0,0,0,0,0,0,0
2017,連江縣,椪柑,0,0,0,0,0,0,0
2017,新北市,柳橙,3178,3038,5.69,5.47,17.7,9829.43,53.767
2017,台北市,柳橙,1119,1119,3.09,3.09,17.09,6188.35,19.122
2017,桃園市,柳橙,669,669,1.29,1.29,21.91,11360.47,14.655
2017,台中市,柳橙,12353,12353,26.53,26.53,39.26,18279.49,484.955
2017,台南市,柳橙,966720,965862,1768.69,1767.26,52.11,28478.06,50328.13
2017,高雄市,柳橙,5571,5571,15.02,15.02,36.15,13407.32,201.378
2017,宜蘭縣,柳橙,29358,29148,60.32,59.9,26.52,12906.64,773.108
2017,新竹縣,柳橙,31211,31211,69.33,69.33,44.11,19859.17,1376.836
2017,苗栗縣,柳橙,4348,4348,11.03,11.03,45.46,17918.86,197.645
2017,彰化縣,柳橙,14784,14784,30.44,30.44,39.55,19208.77,584.715
2017,南投縣,柳橙,308118,308118,523.78,523.78,44.25,26031.15,13634.597
2017,雲林縣,柳橙,661009,657974,1541.49,1535.48,91.88,39373.13,60456.649
2017,嘉義縣,柳橙,422014,417164,944.98,934.48,57.04,25463.63,23795.251
2017,屏東縣,柳橙,2353,2353,5.63,5.63,26.46,11056.84,62.25
2017,台東縣,柳橙,14794,14794,33.3,33.3,28.91,12843.99,427.705
2017,花蓮縣,柳橙,16948,16494,37.66,36.66,24.01,10804.56,396.095
2017,澎湖縣,柳橙,0,0,0,0,0,0,0
2017,基隆市,柳橙,0,0,0,0,0,0,0
2017,新竹市,柳橙,0,0,0,0,0,0,0
2017,嘉義市,柳橙,33120,33120,72,72,35,16100,1159.2
2017,金門縣,柳橙,40,40,0.04,0.04,10.65,10650,0.426
2017,連江縣,柳橙,0,0,0,0,0,0,0
2017,新北市,桶柑,27333,27238,63.89,63.7,27.99,11970.5,762.521
2017,台北市,桶柑,11701,11701,29.23,29.23,25.69,10282.76,300.565
2017,桃園市,桶柑,24018,24018,49.68,49.68,39.74,19210.35,954.37
2017,台中市,桶柑,237713,237713,534.16,534.16,42.34,18842.11,10064.703
2017,台南市,桶柑,672,672,1.4,1.4,20,9600,13.44
2017,高雄市,桶柑,185,185,0.41,0.41,20.1,9070.73,3.719
2017,宜蘭縣,桶柑,63247,63247,140.15,140.15,34.65,15635.97,2191.381
2017,新竹縣,桶柑,623136,623136,1405.49,1405.49,44.17,19584.2,27525.397
2017,苗栗縣,桶柑,257263,257263,678.64,678.64,45.38,17204.14,11675.42
2017,彰化縣,桶柑,270,270,0.55,0.55,26.33,12927.27,7.11
2017,南投縣,桶柑,3622,3622,8.31,8.31,31.52,13737.91,114.162
2017,雲林縣,桶柑,0,0,0,0,0,0,0
2017,嘉義縣,桶柑,4320,4320,11.4,11.4,39.88,15110.88,172.264
2017,屏東縣,桶柑,0,0,0,0,0,0,0
2017,台東縣,桶柑,81817,79401,195.26,189.22,33.01,13850.52,2620.795
2017,花蓮縣,桶柑,17877,16917,41.02,39.02,27.81,12055.87,470.42
2017,澎湖縣,桶柑,0,0,0,0,0,0,0
2017,基隆市,桶柑,1089,1089,1.73,1.73,14,8812.72,15.246
2017,新竹市,桶柑,981,621,2.11,1.31,30.55,14482.44,18.972
2017,嘉義市,桶柑,0,0,0,0,0,0,0
2017,金門縣,桶柑,0,0,0,0,0,0,0
2017,連江縣,桶柑,0,0,0,0,0,0,0
2017,新北市,文旦柚,174568,169827,450.61,440.53,41.02,15813.42,6966.285
2017,台北市,文旦柚,4250,4250,15.85,15.85,22.8,6114.57,96.916
2017,桃園市,文旦柚,10338,10016,29.17,28.38,27.92,9852.01,279.6
2017,台中市,文旦柚,33428,33428,100.88,100.88,43.35,14363.12,1448.952
2017,台南市,文旦柚,266957,262483,1067.41,1054.49,97.62,24299.72,25623.808
2017,高雄市,文旦柚,5712,5712,18.32,18.32,33.3,10383.9,190.233
2017,宜蘭縣,文旦柚,90120,84633,264.27,247.39,34.86,11926.47,2950.489
2017,新竹縣,文旦柚,21666,21666,72.3,72.3,37.2,11148.6,806.044
2017,苗栗縣,文旦柚,135783,135766,469.27,469.22,49.16,14223.42,6673.913
2017,彰化縣,文旦柚,19089,19089,50.63,50.63,49.01,18477.25,935.503
2017,南投縣,文旦柚,30266,30266,96.07,96.07,61.32,19317.21,1855.804
2017,雲林縣,文旦柚,78035,74072,239.49,227.48,64.76,21086.86,4796.839
2017,嘉義縣,文旦柚,61978,60998,181.17,178.37,39.45,13492.2,2406.603
2017,屏東縣,文旦柚,859,859,2,2,27.53,11825.5,23.651
2017,台東縣,文旦柚,37456,37456,116.35,116.35,41.94,13501.59,1570.91
2017,花蓮縣,文旦柚,221251,214376,1066.64,1032.7,99.64,20684.82,21361.214
2017,澎湖縣,文旦柚,0,0,0,0,0,0,0
2017,基隆市,文旦柚,8088,8088,14.16,14.16,14.01,8000.85,113.292
2017,新竹市,文旦柚,2940,2751,9.36,8.76,32.74,10281.39,90.065
2017,嘉義市,文旦柚,1275,1275,8.5,8.5,38.95,5842.94,49.665
2017,金門縣,文旦柚,88,88,0.11,0.11,10.05,8036.36,0.884
2017,連江縣,文旦柚,0,0,0,0,0,0,0
2017,新北市,斗柚,365,365,0.93,0.93,78.9,30966.67,28.799
2017,台北市,斗柚,800,800,2.5,2.5,29,9280,23.2
2017,桃園市,斗柚,0,0,0,0,0,0,0
2017,台中市,斗柚,675,675,1.95,1.95,38.42,13298.97,25.933
2017,台南市,斗柚,0,0,0,0,0,0,0
2017,高雄市,斗柚,0,0,0,0,0,0,0
2017,宜蘭縣,斗柚,1200,1200,3.2,3.2,45.6,17101.56,54.725
2017,新竹縣,斗柚,1365,1365,4.55,4.55,40,12000,54.6
2017,苗栗縣,斗柚,2310,2310,6.04,6.04,45.68,17471.85,105.53
2017,彰化縣,斗柚,38,38,0.15,0.15,50,12666.67,1.9
2017,南投縣,斗柚,132,132,0.4,0.4,45,14850,5.94
2017,雲林縣,斗柚,0,0,0,0,0,0,0
2017,嘉義縣,斗柚,3678,3678,10.6,10.6,36.83,12780.38,135.472
2017,屏東縣,斗柚,0,0,0,0,0,0,0
2017,台東縣,斗柚,3841,3841,12.39,12.39,33,10230.27,126.753
2017,花蓮縣,斗柚,3714,3714,14.11,14.11,39.31,10346.99,145.996
2017,澎湖縣,斗柚,0,0,0,0,0,0,0
2017,基隆市,斗柚,120,120,0.26,0.26,13,6000,1.56
2017,新竹市,斗柚,372,372,1.2,1.2,35.6,11035.83,13.243
2017,嘉義市,斗柚,0,0,0,0,0,0,0
2017,金門縣,斗柚,0,0,0,0,0,0,0
2017,連江縣,斗柚,0,0,0,0,0,0,0
2017,新北市,白柚,2462,2462,5.2,5.2,41.11,19461.73,101.201
2017,台北市,白柚,1423,1423,5.21,5.21,37.73,10305.57,53.692
2017,桃園市,白柚,140,40,1.1,0.1,25,10000,1
2017,台中市,白柚,2339,2312,7.48,7.38,31.94,10007.05,73.852
2017,台南市,白柚,81660,81602,290.61,290.39,69.73,19596.04,5690.493
2017,高雄市,白柚,3430,3430,11.21,11.21,36.35,11120.96,124.666
2017,宜蘭縣,白柚,1864,1864,4.85,4.85,42.83,16459.79,79.83
2017,新竹縣,白柚,180,180,0.6,0.6,56,16800,10.08
2017,苗栗縣,白柚,13965,13965,47.73,47.73,61.51,17995.41,858.921
2017,彰化縣,白柚,22663,22663,86.67,86.67,51.2,13387.79,1160.32
2017,南投縣,白柚,8868,8868,31.16,31.16,44.52,12669.51,394.782
2017,雲林縣,白柚,12355,12355,43.51,43.51,50.31,14285.27,621.552
2017,嘉義縣,白柚,22465,22465,70.46,70.46,44.21,14095.91,993.198
2017,屏東縣,白柚,1847,1847,3.9,3.9,25.1,11887.44,46.361
2017,台東縣,白柚,24009,24009,77.66,77.66,38.83,12004.64,932.28
2017,花蓮縣,白柚,7098,7098,27.1,27.1,44.86,11748.82,318.393
2017,澎湖縣,白柚,0,0,0,0,0,0,0
2017,基隆市,白柚,0,0,0,0,0,0,0
2017,新竹市,白柚,545,545,1.7,1.7,36.41,11673.53,19.845
2017,嘉義市,白柚,4536,4536,13.83,13.83,39.88,13080.26,180.9
2017,金門縣,白柚,32,32,0.04,0.04,14,11200,0.448
2017,連江縣,白柚,0,0,0,0,0,0,0
2017,新北市,溫州蜜柑,0,0,0,0,0,0,0
2017,台北市,溫州蜜柑,0,0,0,0,0,0,0
2017,桃園市,溫州蜜柑,0,0,0,0,0,0,0
2017,台中市,溫州蜜柑,3400,3400,7.72,7.72,31.06,13680.05,105.61
2017,台南市,溫州蜜柑,0,0,0,0,0,0,0
2017,高雄市,溫州蜜柑,0,0,0,0,0,0,0
2017,宜蘭縣,溫州蜜柑,665,665,1.37,1.37,26.67,12947.45,17.738
2017,新竹縣,溫州蜜柑,0,0,0,0,0,0,0
2017,苗栗縣,溫州蜜柑,341,341,1.1,1.1,29.5,9145.45,10.06
2017,彰化縣,溫州蜜柑,248,248,0.61,0.61,27.54,11196.72,6.83
2017,南投縣,溫州蜜柑,0,0,0,0,0,0,0
2017,雲林縣,溫州蜜柑,0,0,0,0,0,0,0
2017,嘉義縣,溫州蜜柑,317,317,0.69,0.69,28,12863.77,8.876
2017,屏東縣,溫州蜜柑,0,0,0,0,0,0,0
2017,台東縣,溫州蜜柑,1160,1160,1.92,1.92,26.75,16162.5,31.032
2017,花蓮縣,溫州蜜柑,460,460,1,1,22,10120,10.12
2017,澎湖縣,溫州蜜柑,0,0,0,0,0,0,0
2017,基隆市,溫州蜜柑,0,0,0,0,0,0,0
2017,新竹市,溫州蜜柑,0,0,0,0,0,0,0
2017,嘉義市,溫州蜜柑,0,0,0,0,0,0,0
2017,金門縣,溫州蜜柑,0,0,0,0,0,0,0
2017,連江縣,溫州蜜柑,0,0,0,0,0,0,0
2017,新北市,晚崙西亞橙,0,0,0,0,0,0,0
2017,台北市,晚崙西亞橙,0,0,0,0,0,0,0
2017,桃園市,晚崙西亞橙,0,0,0,0,0,0,0
2017,台中市,晚崙西亞橙,0,0,0,0,0,0,0
2017,台南市,晚崙西亞橙,0,0,0,0,0,0,0
2017,高雄市,晚崙西亞橙,0,0,0,0,0,0,0
2017,宜蘭縣,晚崙西亞橙,50,50,0.1,0.1,50,25000,2.5
2017,新竹縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,苗栗縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,彰化縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,南投縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,雲林縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,嘉義縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,屏東縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,台東縣,晚崙西亞橙,30475,30405,71.83,71.63,39.26,16663.33,1193.594
2017,花蓮縣,晚崙西亞橙,4000,4000,8.59,8.59,28.14,13105.24,112.574
2017,澎湖縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,基隆市,晚崙西亞橙,0,0,0,0,0,0,0
2017,新竹市,晚崙西亞橙,0,0,0,0,0,0,0
2017,嘉義市,晚崙西亞橙,0,0,0,0,0,0,0
2017,金門縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,連江縣,晚崙西亞橙,0,0,0,0,0,0,0
2017,新北市,檸檬,361,70,0.69,0.11,19.84,12627.27,1.389
2017,台北市,檸檬,210,210,0.7,0.7,12,3600,2.52
2017,桃園市,檸檬,1955,1543,3.11,2.43,12.38,7861.73,19.104
2017,台中市,檸檬,18096,18096,42.22,42.22,29.04,12448.53,525.577
2017,台南市,檸檬,29701,29680,58.01,57.97,26.12,13372.43,775.2
2017,高雄市,檸檬,140672,139861,264.9,263.29,25.1,13331.36,3510.015
2017,宜蘭縣,檸檬,3776,3776,7.43,7.43,28.99,14733.92,109.473
2017,新竹縣,檸檬,1463,1443,2.98,2.94,27.36,13426.87,39.475
2017,苗栗縣,檸檬,794,779,2.53,2.48,24.43,7672.98,19.029
2017,彰化縣,檸檬,35431,33847,66.5,64.3,23.25,12239.83,787.021
2017,南投縣,檸檬,68853,67159,163.36,159.51,32.75,13790.58,2199.735
2017,雲林縣,檸檬,15545,14653,34.58,32.88,28.73,12805.63,421.049
2017,嘉義縣,檸檬,46321,38847,95.19,80.39,30.12,14553.78,1169.978
2017,屏東縣,檸檬,905325,889171,1820.44,1788.2,28.51,14178.37,25353.757
2017,台東縣,檸檬,59912,56701,124.21,117.18,22.11,10698.99,1253.708
2017,花蓮縣,檸檬,21144,17649,47.11,39.1,19.82,8948.29,349.878
2017,澎湖縣,檸檬,40,40,0.05,0.05,20,16000,0.8
2017,基隆市,檸檬,0,0,0,0,0,0,0
2017,新竹市,檸檬,51,51,0.1,0.1,23,11730,1.173
2017,嘉義市,檸檬,1083,1083,2.98,2.98,31.04,11280.54,33.616
2017,金門縣,檸檬,170,170,0.17,0.17,12.79,12794.12,2.175
2017,連江縣,檸檬,0,0,0,0,0,0,0
2017,新北市,葡萄柚,3000,2988,6.14,6.11,23.9,11689.53,71.423
2017,台北市,葡萄柚,533,533,1.6,1.6,19.77,6585.63,10.537
2017,桃園市,葡萄柚,0,0,0,0,0,0,0
2017,台中市,葡萄柚,1117,1117,2.82,2.82,28.43,11262.77,31.761
2017,台南市,葡萄柚,10305,10305,20.85,20.85,33.21,16412.61,342.203
2017,高雄市,葡萄柚,1108,1108,2.62,2.62,26.64,11265.27,29.515
2017,宜蘭縣,葡萄柚,1288,1288,3.1,3.1,37.76,15686.77,48.629
2017,新竹縣,葡萄柚,2117,2117,6.35,6.35,39.73,13244.57,84.103
2017,苗栗縣,葡萄柚,755,755,2.56,2.56,45.55,13433.59,34.39
2017,彰化縣,葡萄柚,2179,2179,4.1,4.1,27.29,14501.46,59.456
2017,南投縣,葡萄柚,1560,1464,3.6,3.4,31.07,13380,45.492
2017,雲林縣,葡萄柚,36035,35806,91.91,91.46,56.08,21955.13,2008.016
2017,嘉義縣,葡萄柚,110162,110162,273.25,273.25,40.32,16254.82,4441.63
2017,屏東縣,葡萄柚,8160,8160,20.4,20.4,31.04,12415.78,253.282
2017,台東縣,葡萄柚,6759,6759,18.08,18.08,31.96,11948.95,216.037
2017,花蓮縣,葡萄柚,28183,28183,69.63,69.63,27.32,11056.47,769.862
2017,澎湖縣,葡萄柚,0,0,0,0,0,0,0
2017,基隆市,葡萄柚,0,0,0,0,0,0,0
2017,新竹市,葡萄柚,1182,1055,2.8,2.5,30,12660,31.65
2017,嘉義市,葡萄柚,12394,12394,22.7,22.7,30,16379.74,371.82
2017,金門縣,葡萄柚,0,0,0,0,0,0,0
2017,連江縣,葡萄柚,0,0,0,0,0,0,0
2017,新北市,其他雜柑類,977,830,2.99,2.6,20.95,6687.69,17.388
2017,台北市,其他雜柑類,675,675,2,2,29.22,9861.5,19.723
2017,桃園市,其他雜柑類,1526,1491,3.24,3.17,24.49,11519.87,36.518
2017,台中市,其他雜柑類,200969,185012,501.35,461.77,39.73,15917.49,7350.221
2017,台南市,其他雜柑類,35854,35626,72,71.51,23.82,11869.47,848.786
2017,高雄市,其他雜柑類,22513,22513,53.42,53.42,26.4,11125.61,594.33
2017,宜蘭縣,其他雜柑類,159821,159821,339.25,339.25,33.01,15549.4,5275.135
2017,新竹縣,其他雜柑類,282554,279854,643.76,637.76,44.3,19440.93,12398.646
2017,苗栗縣,其他雜柑類,160465,160435,393.89,393.79,43.99,17921.36,7057.253
2017,彰化縣,其他雜柑類,46005,45705,92.73,92.13,26.88,13334.08,1228.469
2017,南投縣,其他雜柑類,67915,67261,156.97,155.67,32.45,14019,2182.337
2017,雲林縣,其他雜柑類,202388,196312,483.91,472.2,43.56,18110.85,8551.944
2017,嘉義縣,其他雜柑類,142663,142663,326.1,326.1,35.12,15363.01,5009.878
2017,屏東縣,其他雜柑類,99283,98483,167.41,165.98,26.99,16015.89,2658.317
2017,台東縣,其他雜柑類,81484,79838,202.08,197.5,29.49,11922.28,2354.651
2017,花蓮縣,其他雜柑類,119987,114304,390.56,371.2,23.99,7388.64,2742.662
2017,澎湖縣,其他雜柑類,0,0,0,0,0,0,0
2017,基隆市,其他雜柑類,19,19,0.08,0.08,12.21,2900,0.232
2017,新竹市,其他雜柑類,275,275,0.6,0.6,28.8,13200,7.92
2017,嘉義市,其他雜柑類,0,0,0,0,0,0,0
2017,金門縣,其他雜柑類,0,0,0,0,0,0,0
2017,連江縣,其他雜柑類,0,0,0,0,0,0,0
2017,新北市,龍眼,102,54,0.37,0.18,32.78,9833.33,1.77
2017,台北市,龍眼,503,503,2.35,2.35,38.64,8270.64,19.436
2017,桃園市,龍眼,38,38,0.15,0.15,25,6333.33,0.95
2017,台中市,龍眼,494470,492870,2199.76,2191.76,34.35,7724.51,16930.265
2017,台南市,龍眼,1152117,1151097,3777.72,3774.32,20.34,6202.16,23408.936
2017,高雄市,龍眼,277198,277198,1708.98,1708.98,20.8,3374.3,5766.617
2017,宜蘭縣,龍眼,3725,3713,13.39,13.35,26.07,7251.46,96.807
2017,新竹縣,龍眼,2903,2903,10.25,10.25,23.42,6631.8,67.976
2017,苗栗縣,龍眼,18276,18276,64.83,64.83,26.72,7532.39,488.325
2017,彰化縣,龍眼,207906,207836,734.27,734.07,23.91,6769.92,4969.595
2017,南投縣,龍眼,368939,368939,1333.48,1333.48,25.55,7069.15,9426.573
2017,雲林縣,龍眼,4549,4549,17.47,17.47,46.01,11980.42,209.298
2017,嘉義縣,龍眼,210969,210969,1005.27,1005.27,30.03,6302.74,6335.959
2017,屏東縣,龍眼,2744,2744,14.54,14.54,35.22,6646.63,96.642
2017,台東縣,龍眼,7312,7312,23.09,23.09,27.04,8563.62,197.734
2017,花蓮縣,龍眼,7189,6719,27.91,26.13,22.2,5708.92,149.174
2017,澎湖縣,龍眼,0,0,0,0,0,0,0
2017,基隆市,龍眼,0,0,0,0,0,0,0
2017,新竹市,龍眼,208,208,0.7,0.7,23.1,6864.29,4.805
2017,嘉義市,龍眼,11965,11965,41.4,41.4,31.01,8963.5,371.089
2017,金門縣,龍眼,294,294,0.42,0.42,10.14,7100,2.982
2017,連江縣,龍眼,0,0,0,0,0,0,0
2017,新北市,芒果,578,351,1.41,0.92,16.62,6342.39,5.835
2017,台北市,芒果,0,0,0,0,0,0,0
2017,桃園市,芒果,189,132,0.46,0.33,28.3,11321.21,3.736
2017,台中市,芒果,40497,40267,111.32,110.72,25.32,9208.26,1019.539
2017,台南市,芒果,3403379,3401517,7146.88,7142.91,22.67,10793.72,77098.585
2017,高雄市,芒果,626172,625757,1940.11,1938.86,26.13,8432.98,16350.366
2017,宜蘭縣,芒果,2929,2929,8.08,8.08,32.76,11876.98,95.966
2017,新竹縣,芒果,760,760,2.48,2.48,19.84,6080.65,15.08
2017,苗栗縣,芒果,4148,4062,10.86,10.66,27.94,10648.12,113.509
2017,彰化縣,芒果,55463,54918,140.47,139.27,23.11,9114.5,1269.376
2017,南投縣,芒果,38031,38031,95.15,95.15,28.23,11281.78,1073.461
2017,雲林縣,芒果,46165,45322,109.55,107.83,21.28,8945.26,964.567
2017,嘉義縣,芒果,133218,132540,315.04,313.38,26.94,11395.23,3571.038
2017,屏東縣,芒果,2175015,2127028,5776.24,5666.48,21.46,8054.89,45642.858
2017,台東縣,芒果,110872,103192,273.71,258.07,25.7,10275.89,2651.899
2017,花蓮縣,芒果,41813,19395,96.75,46.98,19.02,7853.83,368.973
2017,澎湖縣,芒果,0,0,0,0,0,0,0
2017,基隆市,芒果,30,30,0.1,0.1,15,4500,0.45
2017,新竹市,芒果,501,136,1.1,0.3,27,12240,3.672
2017,嘉義市,芒果,8721,8721,20.3,20.3,35.55,15272.51,310.032
2017,金門縣,芒果,0,0,0,0,0,0,0
2017,連江縣,芒果,0,0,0,0,0,0,0
2017,新北市,檳榔,1398517,1390819,858.61,853.44,1.52,2480.71,2117.141
2017,台北市,檳榔,17355,17355,12.15,12.15,1.73,2466.26,29.965
2017,桃園市,檳榔,35343,35343,27.78,27.78,1.5,1907.56,52.992
2017,台中市,檳榔,1676232,1676232,1226.39,1226.39,2.17,2961.01,3631.347
2017,台南市,檳榔,778322,778322,502.15,502.15,1.83,2838.01,1425.106
2017,高雄市,檳榔,850738,850619,526.93,526.86,2.07,3340.38,1759.915
2017,宜蘭縣,檳榔,309623,309023,198.07,197.67,1.08,1685.29,333.132
2017,新竹縣,檳榔,300911,300911,205.03,205.03,2.18,3194.26,654.92
2017,苗栗縣,檳榔,541573,541573,362.89,362.89,1.55,2311.41,838.789
2017,彰化縣,檳榔,112760,112460,72.58,72.38,2.19,3407.82,246.658
2017,南投縣,檳榔,18739170,18739170,13299.38,13299.38,1.66,2334.78,31051.062
2017,雲林縣,檳榔,941130,941130,776.31,776.31,2.02,2453.4,1904.601
2017,嘉義縣,檳榔,11010107,11009647,7483.35,7483.05,1.45,2132.17,15955.171
2017,屏東縣,檳榔,20002417,19412027,11833.45,11481.84,1.62,2740.81,31469.559
2017,台東縣,檳榔,2181775,2181739,1441.15,1441.13,1.54,2334.69,3364.585
2017,花蓮縣,檳榔,5629970,4978681,3780.08,3279.12,1.45,2195.42,7199.056
2017,澎湖縣,檳榔,0,0,0,0,0,0,0
2017,基隆市,檳榔,3597,3597,2.45,2.45,2,2936.33,7.194
2017,新竹市,檳榔,230,230,0.15,0.15,2,3066.67,0.46
2017,嘉義市,檳榔,61626,61626,51.7,51.7,2,2383.98,123.252
2017,金門縣,檳榔,0,0,0,0,0,0,0
2017,連江縣,檳榔,0,0,0,0,0,0,0
2017,新北市,番石榴,40602,38704,58.41,55.58,15.45,10756.35,597.838
2017,台北市,番石榴,2240,2240,3.55,3.55,14.19,8952.39,31.781
2017,桃園市,番石榴,11282,10269,18.58,16.85,15.38,9371.04,157.902
2017,台中市,番石榴,85170,85030,124.33,124.13,25.61,17544.67,2177.82
2017,台南市,番石榴,1163362,1161530,1455.39,1453.1,28.01,22390.12,32535.077
2017,高雄市,番石榴,2057525,2056528,2672.18,2670.66,32.54,25060.33,66927.625
2017,宜蘭縣,番石榴,123879,123732,214.01,213.78,25.95,15021.77,3211.353
2017,新竹縣,番石榴,11988,11988,18.07,18.07,27.11,17983.4,324.96
2017,苗栗縣,番石榴,26799,26397,42.93,42.38,25.14,15659.49,663.649
2017,彰化縣,番石榴,1053625,1028527,1239.75,1208.63,32.83,27941.69,33771.159
2017,南投縣,番石榴,119897,119023,173.91,172.5,34,23457.34,4046.392
2017,雲林縣,番石榴,154294,151687,294.24,290.62,39.95,20850.42,6059.548
2017,嘉義縣,番石榴,220899,213954,309.14,298.83,31.31,22419.18,6699.523
2017,屏東縣,番石榴,289538,285456,519.45,512.09,45.24,25216.68,12913.209
2017,台東縣,番石榴,56563,55769,89.29,87.94,25.24,16007.65,1407.713
2017,花蓮縣,番石榴,48585,47405,72.83,70.93,23.24,15531.04,1101.617
2017,澎湖縣,番石榴,3370,3370,5.43,5.43,9.15,5677.35,30.828
2017,基隆市,番石榴,63,63,0.1,0.1,14.11,8890,0.889
2017,新竹市,番石榴,2290,1880,3.59,2.69,28.16,19679.55,52.938
2017,嘉義市,番石榴,7750,7750,9.36,9.36,32.72,27095.41,253.613
2017,金門縣,番石榴,1170,1170,1.17,1.17,13.97,13974.36,16.35
2017,連江縣,番石榴,0,0,0,0,0,0,0
2017,新北市,李,1231,1224,2.8,2.78,10.21,4493.17,12.491
2017,台北市,李,0,0,0,0,0,0,0
2017,桃園市,李,930,930,6.3,6.3,22.15,3269.05,20.595
2017,台中市,李,112935,112935,282.32,282.32,22.29,8915.23,2516.948
2017,台南市,李,405,405,0.9,0.9,19,8550,7.695
2017,高雄市,李,64282,64282,166.8,166.8,8,3081.98,514.075
2017,宜蘭縣,李,13623,13623,24.9,24.9,42.9,23470.72,584.421
2017,新竹縣,李,9261,9261,24.4,24.4,29.14,11059.92,269.862
2017,苗栗縣,李,190789,190789,519.66,519.66,23.4,8591.64,4464.733
2017,彰化縣,李,120,120,0.3,0.3,20,8000,2.4
2017,南投縣,李,88240,88240,214.28,214.28,21.13,8699.28,1864.082
2017,雲林縣,李,100,100,0.5,0.5,21.5,4300,2.15
2017,嘉義縣,李,5632,5632,16.7,16.7,21.16,7136.77,119.184
2017,屏東縣,李,2939,2939,8.33,8.33,19.18,6766.39,56.364
2017,台東縣,李,100603,100603,239.33,239.33,19.18,8060.67,1929.161
2017,花蓮縣,李,24248,24248,61.83,61.83,17.45,6845.35,423.248
2017,澎湖縣,李,0,0,0,0,0,0,0
2017,基隆市,李,0,0,0,0,0,0,0
2017,新竹市,李,0,0,0,0,0,0,0
2017,嘉義市,李,0,0,0,0,0,0,0
2017,金門縣,李,0,0,0,0,0,0,0
2017,連江縣,李,0,0,0,0,0,0,0
2017,新北市,桃,3426,2311,6.3,4.66,13.7,6793.99,31.66
2017,台北市,桃,140,140,0.5,0.5,26,7280,3.64
2017,桃園市,桃,66920,66920,267.46,267.46,33.87,8473.72,2266.38
2017,台中市,桃,466740,465056,1221.55,1217.34,34.25,13085.96,15930.061
2017,台南市,桃,546,546,1.29,1.29,25.17,10652.71,13.742
2017,高雄市,桃,26404,26404,87.48,87.48,10.63,3209.81,280.794
2017,宜蘭縣,桃,12776,12739,32.69,32.59,27.95,10923.93,356.011
2017,新竹縣,桃,51661,51661,171.84,171.84,29.92,8993.74,1545.485
2017,苗栗縣,桃,31271,31253,86.08,86.03,21.14,7679.72,660.686
2017,彰化縣,桃,4444,4444,10.96,10.96,18.51,7505.11,82.256
2017,南投縣,桃,41236,41140,124.22,124.02,27.89,9252.06,1147.44
2017,雲林縣,桃,1223,1223,3.54,3.54,20.26,6999.44,24.778
2017,嘉義縣,桃,8819,8819,27.99,27.99,34.65,10916.79,305.561
2017,屏東縣,桃,2359,2359,6.79,6.79,18.84,6543.74,44.432
2017,台東縣,桃,17497,17461,48.64,48.54,16.21,5832.76,283.122
2017,花蓮縣,桃,13136,12926,35.96,35.36,21.53,7870.16,278.289
2017,澎湖縣,桃,0,0,0,0,0,0,0
2017,基隆市,桃,5,5,0.01,0.01,14,7000,0.07
2017,新竹市,桃,3,3,0.01,0.01,29,8700,0.087
2017,嘉義市,桃,0,0,0,0,0,0,0
